PDB,label,DOCKQ,FNAT,IRMSD,LRMSD,CAPRI_quality,PID,HADDOCK,ZRANK2,ROSETTADOCK,PYDOCK_TOT,SIPPER,AP_PISA,FIREDOCK,CP_PIE,dMaSIF,PIsToN,GNN-DOVE,DeepRank-GNN
1PPE-ti5-it0-167,0,0.123,0.029,6.399,13.341,4,1PPE,-37.84972,-19.8761,18.223,-10.315,1.377,0.0582,-16.34,0.447806,0.608472705,1.518132806,0.1043,0.133331266
1PPE-ranair-it0-7177,0,0.018,0,15.634,39.034,4,1PPE,-37.78689,-61.8687,-2.047,-0.476,-3.376,-0.0064,-18.04,0.670296,0.026154703,0.758354306,0.2173,-0.00139702
1PPE-cm-it0-7872,0,0.014,0,17.509,44.023,4,1PPE,-22.04013,-34.815,-1.497,-1.698,-1.831,-0.0188,5.28,0.111337,-1.400772214,1.7835145,0.1097,0.001529628
1PPE-ranair-it0-6500,0,0.013,0,17.589,47.247,4,1PPE,-11.23983,-14.8138,0.043,10.225,-3.608,0.0143,9.23,-0.018375,-1.169448495,1.948848009,0.2274,0.000310823
1PPE-cm-it0-6896,0,0.034,0,10.239,28.356,4,1PPE,-40.73476,-66.7628,-1.398,1.559,-0.994,-0.0226,-11.96,0.379737,-1.582591057,0.802378774,0.399,0.008762612
1PPE-cm-it0-7951,0,0.017,0,16.162,40.442,4,1PPE,-37.56994,-22.4713,-2.489,-4.098,-3.343,0.0605,-1.51,0.133938,-0.991162717,1.219414711,0.2004,0.012072452
1PPE-cm-it0-462,0,0.036,0,9.94,27.917,4,1PPE,-39.18967,-106.965,-1.121,-1.342,-0.259,-0.1955,-16.71,0.470196,-1.637859702,1.034429193,0.2585,0.007031217
1PPE-ranair-it0-7470,0,0.023,0,13.186,34.8,4,1PPE,-13.5896,22.3565,2.087,14.961,-2.806,0.193,9.35,0.269389,-1.232916832,1.88218689,0.1839,0.010449456
1PPE-ranair-it1-116,0,0.018,0,14.787,39.78,4,1PPE,-38.53249,-51.586,-0.8,-4.528,-0.248,-0.0928,-6.31,0.554982,0.37749806,1.337247133,0.1255,0.007893773
1PPE-cm-it0-4420,0,0.027,0,11.835,31.897,4,1PPE,-36.3614,-70.2041,0.079,-2.278,-0.661,-0.0702,-13.93,0.480609,-1.005387068,1.420061588,0.1168,0.011954182
1PPE-cm-it0-5859,0,0.028,0,12.095,31.197,4,1PPE,-46.44348,-30.4567,-1.533,-4.54,-1.134,0.0353,1.33,0.47317,0.195636794,1.960918546,0.1387,0.012225796
1PPE-cm-it0-241,0,0.09,0,6.584,15.942,4,1PPE,-31.16829,-46.2255,-1.748,0.156,-2.155,0.0234,-1.46,0.065349,0.541114509,1.576709032,0.0998,0.019441913
1PPE-ranair-it0-7076,0,0.027,0,11.958,32.481,4,1PPE,-17.12031,1.00566,2.297,4.053,-3.794,-0.037,-4.77,0.318893,-0.684587777,1.506542206,0.1345,0.009049282
1PPE-ranair-it0-6082,0,0.025,0,12.527,33.144,4,1PPE,-20.02067,18.4324,-0.48,-4.015,-1.716,0.013,8.33,0.065677,-1.29505837,1.701882243,0.1052,-1.05E-05
1PPE-ranair-it1-304,0,0.018,0,15.382,38.812,4,1PPE,-43.22211,-89.9299,-2.405,-9.521,-2.519,-0.1704,-24.14,0.583208,-0.068209179,0.114115596,0.2387,0.003942541
1PPE-cm-it0-3598,0,0.012,0,17.974,47.867,4,1PPE,-36.02931,-17.9422,-0.785,0.622,-1.295,-0.0262,-2.4,0.364211,-0.893697679,0.973168135,0.2217,0.005839255
1PPE-ranair-it0-9427,0,0.021,0,13.502,36.764,4,1PPE,-14.34749,-13.7249,0.777,1.908,0.097,0.0427,-3.94,0.042345,-2.042583704,1.909315109,0.062,0.038887454
1PPE-ranair-it0-9493,0,0.023,0,12.901,35.379,4,1PPE,-9.30386,-36.3035,1.466,11.404,-0.741,0.0817,9.31,0.121652,-1.470068932,1.882312298,0.0884,0.017520996
1PPE-cm-it0-3179,0,0.016,0,16.301,42.181,4,1PPE,-42.05585,-84.8521,-1.626,-2.31,1.293,-0.0983,-30.74,0.717029,0.147205725,0.619955719,0.0596,0.036814539
1PPE-cm-it0-8134,0,0.022,0,13.204,36.086,4,1PPE,-35.767514,-103.932,-0.586,-3.355,1.187,-0.0554,-7.17,0.445078,-0.790388227,1.532664061,0.0922,0.009477088
1PPE-ranair-it0-7803,0,0.015,0,17.21,43.071,4,1PPE,-27.08734,-33.6951,-0.04,-0.812,-1.393,0.0421,3.41,0.122289,-0.288913101,0.822978199,0.17,0.012278227
1PPE-cm-it0-1638,0,0.017,0,15.47,40.478,4,1PPE,-37.79612,-59.6507,-1.501,-3.602,-1.787,-0.1435,-5.22,0.444762,-0.029393027,1.292576551,0.0899,0.005076763
1PPE-cm-it0-9324,0,0.02,0,13.928,37.156,4,1PPE,-35.25513,-24.3588,0.542,-2.412,-2.439,-0.0412,-1.34,0.285525,-2.066555738,1.334214926,0.1089,0.011553801
1PPE-cm-it0-7275,0,0.017,0,16.094,40.571,4,1PPE,-47.28047,-48.1953,-2.361,-3.947,-3.128,-0.0343,-34.63,0.728334,0.678982377,-0.049537778,0.1112,0.008705039
1PPE-ranair-it0-2055,0,0.021,0,13.356,36.412,4,1PPE,-17.65379,18.2371,3.601,-0.093,-0.732,0.0376,-0.19,0.013793,-1.944888115,1.827356696,0.1056,0.005457444
1PPE-ranair-it0-801,0,0.016,0,16.219,42.273,4,1PPE,-19.57726,-57.7375,1.23,1.517,0.894,-0.0676,-16.75,0.198838,-0.107720822,1.915092707,0.2004,0.081118052
1PPE-cm-it0-2738,0,0.016,0,16.05,41.859,4,1PPE,-31.8046,-7.33565,-1.551,2.794,-1.227,0.0671,1.07,0.261296,-0.203784078,1.717229247,0.2327,0.004310467
1PPE-cm-it0-1901,0,0.017,0,15.679,40.519,4,1PPE,-21.43947,-26.735,-0.834,7.433,-2.145,0.0096,7.41,0.171171,-0.628895581,1.960226178,0.1356,0.008435135
1PPE-cm-it0-5480,0,0.016,0,15.7,42.978,4,1PPE,-24.77575,-37.3285,0.039,-0.852,-0.846,-0.0382,3.44,0.118264,-1.120120406,1.857628942,0.1482,-0.000374924
1PPE-ranair-it0-590,0,0.026,0,12.588,32.772,4,1PPE,-19.45967,-28.421,1.041,2.341,-1.113,-0.0313,13.02,-0.057615,-0.90705812,1.499565125,0.1462,0.001200274
1PPE-cm-itw-366w,0,0.145,0,5.108,11.406,4,1PPE,-28.698416,-36.2222,-1.587,-2.699,-0.656,-0.0669,4.59,0.315547,0.741280437,1.945676088,0.0631,0.02468914
1PPE-ti5-it0-426,0,0.149,0.157,6.276,15.279,4,1PPE,-28.52411,-66.7354,2.14,2.081,2.463,-0.1682,-19.26,0.537397,0.340260297,1.550733089,0.0634,0.232343977
1PPE-cm-it0-3245,0,0.014,0,18.149,45.058,4,1PPE,-12.86342,-10.1664,-0.201,12.286,-1.749,0.0641,10.81,0.221593,-1.178855062,1.54056251,0.2087,0.000328912
1PPE-ranair-it0-7422,0,0.015,0,16.57,43.399,4,1PPE,-21.17004,0.6482,1.233,2.6,-4.28,-0.0908,-2.64,0.042925,-1.7136693,1.774141669,0.0504,0.01525416
1PPE-cm-it0-1688,0,0.016,0,15.747,41.718,4,1PPE,-35.179,-71.3307,-1.636,-2.845,1.461,-0.0874,-11.4,0.441382,-0.145585626,1.403122425,0.241,0.00778864
1PPE-cm-it0-8400,0,0.022,0,13.411,35.851,4,1PPE,-30.57583,-49.93,-1.039,8.149,-1.852,0.0617,17.42,0.120991,-0.999803364,1.888092399,0.1446,0.011384563
1PPE-cm-it0-4797,0,0.017,0,16.309,40.531,4,1PPE,-40.3984,-41.5225,0.354,-5.005,-5.404,-0.0917,-2.97,0.253794,-0.751521826,0.86433351,0.1141,0.005992598
1PPE-ranair-it1-244,0,0.013,0,17.648,46.293,4,1PPE,-20.5789,-13.33,-0.266,-3.271,-0.763,-0.0854,9.68,0.289059,-1.005958676,0.3573066,0.2274,0.003452626
1PPE-cm-it0-1081,0,0.071,0.014,7.391,19.496,4,1PPE,-38.30476,-84.2662,-2.955,-12.858,2.073,-0.1219,-19.08,0.483262,0.140809402,1.679498911,0.1684,0.118372964
1PPE-ranair-it0-8097,0,0.016,0,15.781,42.601,4,1PPE,-13.09997,15.0549,4.539,1.666,-3.84,0.0968,14.36,0.096516,-0.901515126,1.958674788,0.1384,0.006290001
1PPE-cm-it0-7138,0,0.021,0,13.824,36.606,4,1PPE,-41.27782,-101.564,0.17,-6.721,1.128,-0.1065,-1.76,0.509787,-0.65161556,0.571660995,0.0866,0.025197267
1PPE-ranair-it0-8473,0,0.067,0,7.674,19.087,4,1PPE,-26.04531,-54.1446,1.484,-2.05,-1.363,0.0189,-5.8,0.136808,0.179082781,1.730166912,0.1293,0.01495248
1PPE-cm-it0-2931,0,0.014,0,17.018,45.145,4,1PPE,-30.08119,-70.6447,-0.846,-0.339,-0.255,0.0034,-13.32,0.243293,-1.011060476,0.881317914,0.2709,0.012482112
1PPE-ranair-it0-7756,0,0.019,0,13.788,38.393,4,1PPE,-32.18738,-115.803,-2.121,-7.475,-0.174,-0.1016,-33.93,0.455896,-0.266793013,0.842452347,0.0826,0.102186877
1PPE-ranair-it0-2781,0,0.015,0,16.124,43.576,4,1PPE,-19.69387,8.46882,3.298,6.902,-3.416,0.0901,-1.53,0.145523,-2.015635729,1.956399918,0.1023,-0.00178019
1PPE-ranair-it0-608,0,0.099,0,6.474,14.9,4,1PPE,-38.546999,-58.6998,7.485,2.423,-1.801,-0.123,-24.16,0.517773,0.653591216,1.713196039,0.1788,0.040047748
1PPE-ti5-it0-539,0,0.043,0.014,9.371,27.218,4,1PPE,-19.47395,-20.0831,11.817,13.852,-1.286,-0.0723,24.54,0.120912,-1.512348771,1.949651003,0.2004,0.066016465
1PPE-ranair-it0-8695,0,0.017,0,14.698,41.151,4,1PPE,-12.57808,-72.0784,6.077,5.814,-1.885,-0.0764,-21.03,0.40651,-0.839459956,1.233120322,0.1016,0.054449971
1PPE-ranair-it0-3282,0,0.021,0,13.785,36.88,4,1PPE,-21.654391,-32.8346,-1.97,-1.599,-1.178,0.0114,-8.44,-0.022563,-0.648007631,1.805704832,0.0946,0.015905624
1PPE-cm-it0-7822,0,0.119,0.029,5.532,14.376,4,1PPE,-45.44722,-74.661,-1.681,-17.401,2.165,-0.1631,-1.05,0.377571,0.912513971,-0.05272913,0.0706,0.032503851
1PPE-ranair-it0-7220,0,0.016,0,16.137,42.31,4,1PPE,-23.2584,-19.2035,-1.225,4.536,-3.666,0.0594,-4.09,0.220715,-1.404124618,0.695070922,0.0858,0.007425696
1PPE-ranair-it0-531,0,0.032,0,10.607,29.344,4,1PPE,-26.27367,-40.9722,3.144,5.149,1.16,-0.0558,-4.55,0.389713,-0.653378606,1.671368718,0.0734,0.027891322
1PPE-ranair-it0-4875,0,0.147,0.043,5.219,12.357,4,1PPE,-41.40954,-65.3777,1.425,-18.764,1.874,-0.0677,-13.54,0.372304,0.64081794,1.58769393,0.0854,0.083164902
1PPE-ranair-it0-6353,0,0.014,0,15.92,44.837,4,1PPE,-22.11298,-43.0486,3.406,5.557,-0.653,0.0523,-8.65,0.042479,-1.337143064,1.235555649,0.2354,0.01278425
1PPE-cm-it0-9988,0,0.019,0,14.283,38.742,4,1PPE,-28.1411,-9.79608,-0.786,4.096,-0.563,-0.04,-5.7,0.303672,-1.864329338,0.883152902,0.0695,0.007719463
1PPE-cm-it0-4990,0,0.017,0,15.867,40.055,4,1PPE,-32.95664,-46.4008,-1.399,-0.109,-2.916,-0.0132,-4.45,0.272054,-0.617968202,1.624207616,0.1094,0.003506218
1PPE-cm-it0-833,0,0.019,0,15.341,38.557,4,1PPE,-51.317,-64.4913,-0.761,0.901,-1.816,-0.1049,0.41,0.279142,-0.563654959,0.590088487,0.1169,0.004319387
1PPE-cm-it0-9472,0,0.014,0,17.262,44.774,4,1PPE,-25.07233,-42.0997,-0.746,3.009,-0.63,-0.0327,-9.57,0.3051,-0.508528829,1.383852959,0.0713,0.007234412
1PPE-ranair-it0-5911,0,0.012,0,17.597,48.409,4,1PPE,-25.33339,-15.064,4.909,-4.76,-1.094,-0.0555,-7.4,0.338911,-1.081358552,1.949279785,0.2274,0.035251391
1PPE-ranair-it0-1625,0,0.022,0,13.652,35.811,4,1PPE,-17.00076,24.7409,5.16,-0.369,-4.209,0.0221,1.6,0.231168,-1.782754183,1.520131588,0.0914,0.003296565
1PPE-cm-it0-6543,0,0.016,0,16.94,41.922,4,1PPE,-24.371,-28.5025,-0.314,6.212,-1.019,-0.0581,8.49,0.231656,-0.571684301,1.583068013,0.1313,0.001898763
1PPE-ranair-it0-1914,0,0.026,0,11.999,33.174,4,1PPE,-31.38135,-77.3986,-0.41,-0.114,-0.904,-0.0683,-5.97,0.371748,-1.144904613,1.185968161,0.095,0.012759546
1PPE-ranair-it0-1209,0,0.07,0,7.488,18.633,4,1PPE,-21.99944,-20.7163,1.567,-4.305,-0.35,-0.0121,-13.19,0.335496,-0.922190011,1.924948931,0.2374,0.045703542
1PPE-cm-it0-2812,0,0.015,0,15.963,43.978,4,1PPE,-20.68428,-9.67659,-1.007,-1.85,-2.526,0.088,5.56,0.096053,-0.843693674,1.910170794,0.0929,0.010434398
1PPE-ranair-it0-9322,0,0.016,0,15.409,43.207,4,1PPE,-14.9168,-73.1679,-0.967,-2.616,-1.79,-0.0352,-4.25,0.25427,-0.662085652,1.890617728,0.0962,0.043764583
1PPE-ranair-it1-112,0,0.032,0,10.872,29.109,4,1PPE,-25.33772,-49.241,-1.991,1.356,0.321,-0.0854,1.19,0.153179,0.171997175,1.344910145,0.4348,0.035562912
1PPE-ti5-it0-858,0,0.186,0.2,5.974,12.997,4,1PPE,-28.07913,-69.6172,17.421,-4.23,4.475,-0.0926,-26.22,0.79601,0.939869642,1.360964179,0.0705,0.401996764
1PPE-cm-it0-5573,0,0.019,0,15.234,38.074,4,1PPE,-44.6264,-61.3128,-0.817,-1.696,-2.613,-0.0207,2.81,0.329678,-1.19963932,0.773516774,0.0768,-0.0012128
1PPE-cm-it0-1219,0,0.122,0.014,5.756,13.334,4,1PPE,-42.0875,-64.8355,-1.203,-1.207,0.808,-0.0619,5.69,0.323857,0.741442204,1.869830728,0.0967,0.015297559
1PPE-ti5-it0-878,0,0.187,0.214,5.949,13.394,4,1PPE,-22.83287,-65.8858,13.158,-1.046,4.351,-0.1316,-24.86,0.757512,0.717326522,1.547456503,0.0497,0.447772072
1PPE-ranair-it0-7604,0,0.013,0,17.586,46.909,4,1PPE,-20.38059,-63.6799,-1.612,-4.214,0.196,-0.1158,-11.15,0.318925,-0.985537946,1.478054404,0.1159,0.037404925
1PPE-ranair-it1-241,0,0.033,0,11.447,28.478,4,1PPE,-4.700822,-5.68919,-0.338,-3.419,-0.795,-0.0112,12.2,0.027248,-1.148956895,0.448603153,0.1534,0.002332066
1PPE-ranair-it0-4935,0,0.014,0,17.189,44.052,4,1PPE,-20.36654,-12.7974,-1.218,-0.701,-1.369,-0.0306,-2.57,0.146317,-0.94831568,1.27246511,0.2437,0.004858798
1PPE-ranair-it0-4231,0,0.032,0,11,29.488,4,1PPE,-27.05961,-57.6506,-1.203,-1.75,-3.408,-0.0476,-5.86,0.423901,-1.518616915,0.947272897,0.1765,0.012891795
1PPE-cm-it0-2995,0,0.034,0,10.638,28.14,4,1PPE,-33.4596,-71.9587,-2.099,7.217,-2.985,-0.062,9.79,0.185829,-1.244728088,1.844534516,0.066,0.017848561
1PPE-cm-it0-9549,0,0.188,0.014,4.224,9.636,4,1PPE,-40.06729,-59.582,-2.764,-8.451,-0.779,-0.1481,-13.33,0.453266,0.008648008,-0.085715294,0.1159,0.03129573
1PPE-ti5-it0-541,0,0.174,0.214,6.245,14.561,4,1PPE,-30.33184271,-52.8279,4.99,-0.321,2.097,-0.0861,-16.29,0.538826,0.62444216,1.715440989,0.0556,0.286200524
1PPE-cm-it0-4358,0,0.016,0,16.401,41.225,4,1PPE,-36.7052,-40.2728,-0.851,8.174,-1.158,0.0371,-6.72,0.221537,-1.115460753,1.268057108,0.1152,0.007486715
1PPE-cm-it0-7534,0,0.04,0,9.685,26.071,4,1PPE,-28.92096,-44.4009,-1.621,-4.958,-1.768,0.0761,3.37,0.223993,-0.690739453,1.627981067,0.1584,0.008668129
1PPE-cm-it0-2603,0,0.028,0,11.521,31.857,4,1PPE,-39.31038,-75.4913,-0.705,-4.605,0.329,-0.0179,-13.34,0.324681,-0.944536805,1.186190367,0.133,-0.000559297
1PPE-cm-it0-3648,0,0.018,0,14.848,39.184,4,1PPE,-51.91189,-74.8318,-2.163,-12.602,-0.801,-0.0739,-16.48,0.621933,0.486251384,0.696017861,0.2697,0.009874174
1PPE-ranair-it0-4808,0,0.017,0,15.378,40.756,4,1PPE,-25.652238,-13.198,0.603,-7.275,-1.477,-0.0698,-9.73,0.336872,-2.184918404,1.575072289,0.0898,0.01088064
1PPE-ranair-it0-7688,0,0.032,0,10.995,29.214,4,1PPE,-24.1162,-85.6518,9.661,-5.531,3.348,-0.1557,-14.43,0.53483,-0.110777833,1.373273492,0.2228,0.017932097
1PPE-ranair-it0-195,0,0.035,0,10.188,28.207,4,1PPE,-24.79597,-65.6021,2.505,1.25,-0.427,-0.0593,-9.75,0.282978,-1.484371066,1.389694929,0.1038,0.00957734
1PPE-cm-it0-2480,0,0.019,0,14.714,37.796,4,1PPE,-21.07638,4.3134,-0.735,3.37,-3.435,-0.0943,-0.49,0.158552,-1.994208336,1.244133711,0.2327,0.005771228
1PPE-cm-it0-8651,0,0.073,0,7.304,18.217,4,1PPE,-38.54265,-47.1269,-0.74,-3.118,1.534,-0.1305,-8.52,0.257865,0.423889399,1.943938494,0.1869,0.015518123
1PPE-ranair-it0-2238,0,0.019,0,14.441,38.362,4,1PPE,-28.79301,-10.2537,-0.624,6.118,-1.897,0.0422,3.41,0.281339,-1.264117599,1.761715293,0.2349,0.006667441
1PPE-cm-it0-8655,0,0.014,0,17.507,44.08,4,1PPE,-27.3836,-42.9525,-0.4,8.379,-3.122,-0.0499,-5.39,0.276916,-1.900089383,1.041285038,0.2055,0.010082673
1PPE-ranair-it0-8465,0,0.015,0,15.858,44.269,4,1PPE,-5.226024,8.7797,10.104,3.249,-2.718,0.0678,11.71,0.05475,-2.215569019,1.935429811,0.2189,0.002234144
1PPE-ranair-it0-8823,0,0.125,0.014,5.985,12.911,4,1PPE,-40.32154,-29.3437,0.651,-7.194,-1.782,-0.1575,-13.16,0.300737,1.220034719,0.834301829,0.1738,0.053475475
1PPE-cm-itw-325w,0,0.148,0,5.08,11.24,4,1PPE,-46.44855,-45.5956,-1.522,-10.489,1.503,-0.1179,-2.88,0.361306,1.28008461,1.774213791,0.1301,0.037020569
1PPE-ranair-it0-8045,0,0.017,0,15.876,39.903,4,1PPE,-29.13597,-47.295,5.695,10.95,-1.714,0.0021,-14.3,0.42217,-0.42950359,0.899568558,0.1145,0.006757266
1PPE-ranair-it0-9650,0,0.034,0.014,11.081,30.932,4,1PPE,-13.08161,6.40926,0.166,5.946,-2.007,-0.0203,5.37,-0.01311,-2.140567064,1.943522096,0.118,0.064326763
1PPE-cm-it0-1667,0,0.016,0,15.515,42.136,4,1PPE,-39.63988,-27.8699,-0.831,-1.984,-0.49,0.0261,2,0.322834,-1.12407589,1.885681152,0.2611,0.006176955
1PPE-ranair-it0-2056,0,0.014,0,16.598,45.728,4,1PPE,-17.513908,10.4142,3.464,0.554,-2.772,0.1119,6.95,0.06451,-1.678335905,1.854143023,0.1125,0.009973883
1PPE-ranair-it0-3599,0,0.132,0.014,5.698,12.516,4,1PPE,-30.21969,-12.133,4.586,3.958,-1.305,-0.043,-5.83,0.343337,0.815029144,1.374085546,0.1132,0.027664434
1PPE-ranair-it0-8022,0,0.026,0,11.867,32.701,4,1PPE,-8.45748,-43.5298,2.233,8.351,1.052,0.0426,4.62,-0.004716,-1.210271478,1.944687009,0.0844,0.013055088
1PPE-ranair-it0-8557,0,0.021,0,13.843,36.918,4,1PPE,-32.93562,-16.1672,-0.06,-5.465,-0.69,-0.0847,-11.62,0.369552,-1.927914023,0.994253337,0.2004,0.014917205
1PPE-ranair-it0-6830,0,0.021,0,13.245,37.147,4,1PPE,-13.74793,-30.0071,-0.448,-5.146,-0.584,-0.0559,-3.15,0.304643,-2.170466185,1.88888514,0.251,0.005795949
1PPE-cm-it0-7186,0,0.014,0,17.06,44.301,4,1PPE,-25.50687,-55.3768,-1.003,-2.852,-0.987,-0.0834,-1.41,0.225014,-0.617604196,0.69951129,0.0879,0.013158393
1PPE-cm-it0-5091,0,0.115,0.014,6.142,13.821,4,1PPE,-43.037374,-61.6127,-2.872,-1.318,-0.679,-0.1071,-5.02,0.309865,1.003348351,1.94912529,0.0827,0.029501147
1PPE-ranair-it0-6958,0,0.02,0,13.898,37.507,4,1PPE,-30.8359,-77.4977,7.531,7.031,-2.429,-0.0363,5.94,0.364461,-1.43499732,1.834884405,0.2086,0.010141543
1PPE-ranair-it1-79,0,0.046,0,9.18,24.064,4,1PPE,-49.52662,-114.962,-3.05,-6.983,0.33,-0.0529,-22.57,0.400154,0.874187529,1.113180161,0.0954,0.052682264
1PPE-cm-itw-312w,0,0.175,0.071,4.638,11.353,4,1PPE,-34.105169,-89.8135,-1.481,-3.092,1.726,-0.0725,-13.29,0.552868,0.630170584,1.543653488,0.1337,0.076866386
1PPE-cm-it1-206,0,0.087,0.014,7.343,16.583,4,1PPE,-39.76384,-51.1928,-0.661,5.239,1.073,-0.0133,5.72,0.382555,-0.022655895,-0.098208189,0.0756,0.028914856
1PPE-ranair-it0-4153,0,0.014,0,17.875,45.049,4,1PPE,-28.85411,-68.9895,-1.835,-4.172,-0.295,0.0057,-22,0.33481,-0.984966695,1.269548655,0.0654,0.015304835
1PPE-cm-it0-8943,0,0.022,0,13.423,35.61,4,1PPE,-36.5176,-65.3178,-2.821,2.567,-1.685,-0.0644,-12.7,0.317583,-1.146247149,1.03783381,0.0947,0.001401237
1PPE-cm-it0-1869,0,0.091,0,7.033,15.53,4,1PPE,-38.81616,-10.4315,-0.872,5.877,-0.641,-0.0721,-1.62,0.232891,0.574524343,1.487704039,0.2317,0.02069278
1PPE-cm-it0-1653,0,0.016,0,16.956,42.336,4,1PPE,-34.31246,-38.2551,-2.253,-7.246,-1.673,-0.0511,-14.79,0.327759,-0.618418753,0.922643542,0.0922,0.009930561
1PPE-ranair-it0-7349,0,0.068,0,7.626,19.097,4,1PPE,-6.95768,-27.0351,4.89,10.449,-2.41,-0.2176,-0.58,0.197498,0.289988428,1.927146435,0.1072,0.01373053
1PPE-cm-it0-4121,0,0.017,0,15.82,39.841,4,1PPE,-46.10147,-56.3528,-2.407,-10.698,-2.581,-0.1863,-11.07,0.335114,0.061689951,0.623423636,0.1778,0.004872249
1PPE-ranair-it0-9334,0,0.103,0,6.343,14.463,4,1PPE,-48.004576,-56.749,-0.622,-8.065,1.421,-0.0512,-6.84,0.435887,-0.174716234,1.960426688,0.1106,0.012929572
1PPE-cm-it0-4895,0,0.035,0,10.416,28.152,4,1PPE,-44.633,-109.726,0.712,4.464,-0.376,-0.0654,-19.56,0.506933,-0.427372158,0.554870129,0.1079,0.012551615
1PPE-cm-it0-2523,0,0.044,0,9.331,24.391,4,1PPE,-27.87871,-36.5537,0.223,2.1,-1.692,0.0458,16,0.138453,-1.564534307,1.722115993,0.1693,0.0068488
1PPE-ranair-it0-8752,0,0.014,0,17.884,45.098,4,1PPE,-18.02326,-23.9942,3.405,7.154,-2.972,-0.0521,4.8,0.121621,-0.841344059,1.895631671,0.1131,0.00691451
1PPE-cm-it0-1934,0,0.015,0,16.35,43.563,4,1PPE,-27.29061,-20.8045,-1.53,-3.465,-3.244,0.0179,-3.89,0.088452,-2.028164387,1.277465105,0.0988,0.005629756
1PPE-ranair-it0-4349,0,0.017,0,15.69,40.698,4,1PPE,-20.2811,32.748,-2.15,7.191,-3.329,0.0324,-0.77,0.079519,-1.961589694,1.780282974,0.2004,0.002110922
1PPE-ranair-it0-8535,0,0.019,0,14.332,38.395,4,1PPE,-22.95547,-20.2755,4.362,3.019,-3.09,-0.0002,12.7,0.250917,-0.671753645,1.722772717,0.1091,0.003980999
1PPE-ranair-it0-5304,0,0.023,0,12.559,35.178,4,1PPE,-3.985039,-21.8521,5.395,-6.103,-1.036,0.0241,-9.69,0.137566,-0.323638886,1.90010035,0.197,0.006046489
1PPE-ranair-it0-4341,0,0.021,0,13.808,36.782,4,1PPE,-17.17912,21.4034,5.647,4.348,-1.807,0.0443,9.23,0.090144,-2.161270618,1.92262578,0.1696,-0.001830934
1PPE-cm-it0-7868,0,0.032,0,11.052,29.254,4,1PPE,-49.8307,-52.9774,-2.36,-0.672,-5.298,-0.0297,-5.62,0.169577,-1.260209203,1.848458767,0.1717,0.003388766
1PPE-ranair-it0-301,0,0.023,0,13.041,35.271,4,1PPE,-11.84515,-7.64741,9.697,1.752,-2.003,0.0487,-9.11,0.18151,-2.343855143,1.64249897,0.0929,0.007995364
1PPE-ranair-it0-2509,0,0.014,0,16.476,44.687,4,1PPE,-10.55145,21.7083,-0.664,2.496,-1.462,-0.0065,-4.26,0.057026,-1.509810686,1.94615984,0.1481,0.006587641
1PPE-cm-it0-1878,0,0.033,0,10.778,28.741,4,1PPE,-31.5222,21.0793,-1.402,8.394,-2.128,-0.0263,13.72,0.186863,-1.625844955,1.929275751,0.1106,0.022402466
1PPE-cm-it0-5095,0,0.042,0,9.006,25.546,4,1PPE,-28.11182,-57.3816,-1.591,-0.234,-0.543,-0.0381,-10.31,0.305332,-2.864515305,1.607616663,0.0942,0.055313986
1PPE-ranair-it0-7456,0,0.017,0,15.462,40.204,4,1PPE,-23.712867,-101.622,0.981,-2.154,0.708,-0.073,-23.2,0.437024,-0.002473204,0.724717438,0.1334,0.017486165
1PPE-cm-it0-9851,0,0.038,0,9.778,26.742,4,1PPE,-42.4442,-61.9576,1.239,-5.668,-1.219,-0.1197,-11.78,0.456572,-0.966482222,1.890412092,0.1257,0.007821568
1PPE-cm-it0-6024,0,0.024,0,12.97,34.308,4,1PPE,-40.6444,-19.0298,-1.56,-3.18,-2.954,-0.0382,4.65,0.060758,-1.487265944,1.865434408,0.0837,0.007842921
1PPE-cm-it0-5644,0,0.015,0,16.266,43.059,4,1PPE,-32.32821,-42.823,-1.772,-5.555,-3.81,-0.0645,-5.71,0.121607,-2.063613892,1.285674095,0.0839,0.007197789
1PPE-cm-it1-179,0,0.126,0.057,6.553,13.93,4,1PPE,-40.75553,-48.7509,-1.663,-9.554,1.191,-0.0497,-4.16,0.384589,0.831115007,1.763854027,0.2327,0.226589061
1PPE-ranair-it0-3443,0,0.034,0.014,11.079,30.927,4,1PPE,-13.18804,6.38828,0.15,5.957,-2.007,-0.0206,5.35,-0.013175,-2.143640757,1.946658134,0.1179,0.06433935
1PPE-ranair-it0-4287,0,0.041,0,9.558,25.6,4,1PPE,-12.104476,-13.6131,2.018,-0.348,-0.635,-0.0205,-2.98,0.152743,-3.630159616,1.93096447,0.0627,0.019985606
1PPE-ranair-it0-9919,0,0.024,0,12.48,34.698,4,1PPE,-7.53755,0.735725,3.999,3.106,-1.39,-0.0192,2.45,0.003012,-0.716074884,1.276484728,0.1038,0.004681118
1PPE-cm-it0-652,0,0.04,0,9.633,25.955,4,1PPE,-31.81637,-40.5085,-2.033,3.892,-3.006,-0.027,-16.38,0.140491,-2.456802845,1.294414639,0.1169,0.00670549
1PPE-cm-it0-7673,0,0.1,0,6.695,14.645,4,1PPE,-39.23043,-54.2947,-2.013,-0.253,1.095,0.0079,-0.33,0.337379,0.826898038,1.731646776,0.0857,0.037216256
