PDB,seqid,classification,PID,label,HADDOCK,ZRANK2,ROSETTADOCK,PYDOCK_TOT,SIPPER,AP_PISA,FIREDOCK,CP_PIE,GNN-DOVE,dMaSIF,DeepRank-GNN,PIsToN
T29_1155,90.9,incorrect,T29,0,-78.6211,277.875,58.588,-1.785,-8.845,-0.0212,-7.63,0.387268,0.2274,-1.231391191,0.018914413,1.952421069
T29_1156,90.9,"clashes,incorrect",T29,0,-46.00473,3500.01,873.274,12.329,-6.91,0.0509,-15.65,-0.413648,0.3291,-1.36342895,0.00932642,1.944007039
T29_1157,90.9,incorrect,T29,0,-88.17766,-125.734,8.35,-2.465,1.616,0.1172,-24.14,0.821212,0.6255,-0.131723702,0.029468127,-0.034156322
T29_1158,90.5,incorrect,T29,0,-137.1306,-245.264,-9.076,-38.687,17.865,-0.2749,-65.62,1.386411,0.2274,0.24485901,0.108048663,-0.099029303
T29_1159,90.9,incorrect,T29,0,-80.7266,-77.0134,3.448,-11.813,-4.291,0.0566,-28.7,0.636411,0.6596,-1.667909622,0.004238188,-1.671010971
T29_1160,90.9,incorrect,T29,0,-100.9292,-188.648,-4.401,-31.834,4.539,-0.1256,-11.82,0.869437,0.2427,0.523569047,0.040235475,0.000342727
T29_1161,90.9,incorrect,T29,0,-106.4452,-211.149,-3.977,-12.644,0.773,-0.2696,-31.38,0.678751,0.2274,-0.579851925,0.040935565,1.21334219
T29_1162,90.9,incorrect,T29,0,-69.1312,418.38,188.006,2.801,-2.226,-0.0425,-17.08,0.40801,0.6149,-1.488741994,0.010279951,1.880530357
T29_1163,94.5,incorrect,T29,0,-37.83074,677.378,257.63,-20.105,4.283,-0.1303,-22.93,0.327029,0.2297,0.62842834,0.008625894,1.887206793
T29_1164,90.9,incorrect,T29,0,-65.86466,-228.469,1.726,-8.36,2.578,-0.2213,-43.07,0.953601,0.3967,0.0353765,0.004638671,-0.976759613
T29_1165,90.9,incorrect,T29,0,-105.20178,-212.541,-4.585,-14.573,20.022,-0.1395,-27.98,0.89607,0.2274,-0.371141315,0.009162364,1.410851836
T29_1166,90.9,incorrect,T29,0,-95.6341,-109.206,-3.965,-2.975,-3.993,-0.1127,6.92,0.937519,0.2568,-1.167216897,-0.547316909,1.921868324
T29_1168,90.5,incorrect,T29,0,-147.5155,-264.144,-6.575,-36.448,14.102,-0.1867,-61.51,1.395565,0.2274,0.555330098,0.014052486,-0.851049423
T29_1169,90.9,incorrect,T29,0,-92.45917,-201.083,-5.196,-21.409,5.839,-0.1488,-27.54,0.68296,0.2274,-1.342541933,0.010279951,1.098738074
T29_1170,90.5,incorrect,T29,0,-181.37009,-307.778,-7.618,-42.187,15.183,-0.2022,-64.68,1.127175,0.2298,0.338994026,0.023425944,-1.813045502
T29_1171,88.2,incorrect,T29,0,-54.2181,196.136,85.521,2.381,4.443,0.1873,8.45,0.413903,0.2274,-0.87090385,0.010279951,1.924394608
T29_1172,94.5,incorrect,T29,0,-77.6541,-134.055,0.978,-10.193,0.925,-0.14,-31.22,0.743285,0.2443,-0.494783044,0.005065972,0.996889234
T29_1173,90.9,incorrect,T29,0,-84.18738,738.771,241.345,-8.625,-4.927,0.1507,-32.43,0.076612,0.2274,-0.846896112,0.017089302,1.518737316
T29_1174,88.3,incorrect,T29,0,-36.45508,271.811,80.641,-5.646,5.357,0.0789,-2.83,0.4149,0.2274,0.627698421,0.041402072,1.894423604
T29_1175,90.9,incorrect,T29,0,-199.3928,-356.378,-10.362,-22.108,14.616,-0.275,-61.01,1.541891,0.2817,-0.344157666,0.080610774,0.944340706
T29_1176,90.9,incorrect,T29,0,-87.93366,250.94,103.687,-12.564,5.457,-0.1601,-50.56,1.041531,0.3618,0.150786325,0.010279951,1.164724827
T29_1177,90.8,incorrect,T29,0,-48.10535,938.076,240.721,-0.342,-1.927,0.0271,-16.34,0.122057,0.3961,-0.789077759,0.004509858,1.921220899
T29_1178,88.2,incorrect,T29,0,-18.49455,51.7266,36.811,-6.449,3.683,0.1214,-0.06,0.100745,0.2274,-1.61538136,0.004545116,1.831992507
T29_1179,94.5,incorrect,T29,0,-63.4686,458.497,203.105,-20.096,2.268,-0.0987,-41.72,0.449356,0.2274,0.086018249,0.006749072,1.4005723
T29_118,90.9,incorrect,T29,0,-88.09455,179.813,112.783,-16.546,0.728,0.2478,-18.94,0.561088,0.372,-0.224606439,0.010279951,1.943112254
T29_1180,88.3,incorrect,T29,0,-82.32582,-197.945,-3.907,-25.499,7.35,-0.156,-40.52,0.811238,0.2274,-0.01180296,0.010279951,1.312867761
T29_1181,90.9,incorrect,T29,0,-136.19501,-202.751,-5.741,-12.217,9.729,-0.3119,-27.63,0.935397,0.2274,-0.506691992,-0.213526338,1.393387675
T29_1182,90.9,incorrect,T29,0,-61.7551,1039.95,240.392,18.736,-3.069,0.0399,-25.97,0.354559,0.2925,-1.868104935,0.010279951,1.947089791
T29_1183,90.9,incorrect,T29,0,-92.62758,24.7194,-6.592,0.032,0.111,0.0194,-12.84,0.597281,0.3239,-1.24161458,0.010279951,1.898338079
T29_1184,88.3,incorrect,T29,0,-63.147693,-63.9147,0.915,-2.985,-1.805,-0.0354,-13.27,0.293225,0.2484,0.391162753,0.005368081,1.834845781
T29_1185,88.3,incorrect,T29,0,-55.8154,396.712,82.893,-21.459,5.894,0.0991,-30.32,0.699561,0.2274,0.724716604,0.008339514,1.617399931
T29_1186,90.9,"clashes,incorrect",T29,0,-8.28483,4543.31,1309.093,37.111,-11.265,0.3888,-69.12,-0.659537,0.3049,-1.042451859,0.010279951,1.912584424
T29_1187,90.9,incorrect,T29,0,-210.3508,-396.63,-6.85,-11.52,15.623,-0.3753,-59.09,1.335718,0.2992,-0.798053861,0.010279951,-0.013790607
T29_1188,90.9,incorrect,T29,0,-108.68547,-221.375,-4.632,-15.768,9.088,-0.1925,-30.85,0.926243,0.2274,0.849531472,0.010279951,1.112500191
T29_1189,90.9,incorrect,T29,0,-117.8145,-257.091,-6.022,-12.888,15.793,-0.3629,-35.23,1.032719,0.5298,-1.508499622,0.010279951,0.589141607
T29_119,90.9,incorrect,T29,0,-55.3629,-21.2231,1.015,-4.234,-0.551,0.0631,-39.9,0.345874,0.2799,-2.593689919,0.081815399,0.090156317
T29_1190,90.9,medium,T29,1,-100.93346,-120.938,31.391,-50.814,13.079,-0.3077,-72.21,1.283754,0.2345,1.053958058,0.203588724,0.26821208
T29_1191,90.8,incorrect,T29,0,-77.12008,1180.26,379.816,3.854,-2.097,-0.0014,-113.99,0.815544,0.2488,-0.707966745,0.00354232,0.001289368
T29_1192,90.8,incorrect,T29,0,-71.9852,1567.54,339.558,15.065,-10.035,-0.1645,-21.61,0.318654,0.2274,-2.192662477,0.010279951,1.889733434
T29_1193,90.9,incorrect,T29,0,-97.26374,183.455,53.777,-5.595,-10.802,-0.0342,-10.12,0.303066,0.3293,-0.401496559,0.010279951,1.930426717
T29_1194,90.9,incorrect,T29,0,-109.2271,-103.62,-7.511,-18.518,7.657,0.1103,-25.5,0.967189,0.3193,0.734463692,0.006749072,0.00550139
T29_1195,90.7,incorrect,T29,0,-53.89195,-36.7802,-2.026,-22.458,4.938,-0.0898,-4.69,0.357859,0.2274,-0.785096169,0.010279951,1.668305039
T29_1196,88.2,incorrect,T29,0,-54.182,624.636,282.731,-9.893,4.063,-0.1264,-45.55,0.567039,0.2274,-1.1495682,0.010279951,1.796146274
T29_1197,90.9,incorrect,T29,0,-60.1033,828.25,222.872,-16.965,9.688,-0.1875,-37.94,0.741945,0.2285,-0.235137463,0.022585049,1.06175828
T29_1198,90.9,incorrect,T29,0,-99.332,181.394,73.467,4.716,-6.97,0.0274,-6.81,0.384665,0.2274,-1.606498718,0.013232192,1.832322836
T29_1199,90.9,incorrect,T29,0,-105.73515,-181.251,-3.486,-10.998,1.397,-0.2431,2.72,0.676554,0.2274,-0.113315865,0.010279951,1.654991984
T29_12,90.9,incorrect,T29,0,-69.1577,1395.63,403.034,7.548,3.101,0.0173,-33.32,0.192321,0.2379,-2.736500025,0.010279951,1.39959383
T29_120,90.9,"clashes,incorrect",T29,0,31.7759,4246.55,1454.14,26.864,2.796,-0.1237,-184.14,0.704084,0.2274,-0.382233918,0.008051173,-1.748395085
T29_1201,90.9,incorrect,T29,0,-75.56073,-225.266,-0.582,-10.879,5.76,0.0067,-37.45,0.867972,0.5469,0.019462094,0.00857285,-0.008154631
T29_1202,90.9,incorrect,T29,0,-23.31224,75.7021,22.601,0.746,-2.744,0.0086,0.65,0.213084,0.2521,-0.880027294,0.007393709,1.951049328
T29_1203,90.9,"clashes,incorrect",T29,0,-49.4906,2860.12,817.987,31.745,-12.197,0.2168,-51.81,-0.243167,0.5713,-1.658099771,0.010279951,1.909484744
T29_1204,90.9,medium,T29,1,-179.5217,-334.743,-9.033,-49.669,16.646,-0.2908,-75.31,1.669117,0.2439,1.59111774,0.462237656,-0.037885427
T29_1206,90.9,incorrect,T29,0,-106.95866,-155.814,7.383,-26.014,-1.016,-0.029,-67.93,1.139718,0.5576,0.545371532,0.008915038,-1.091377378
T29_1207,88.3,incorrect,T29,0,-67.8939,1088.18,182.766,-18.113,5.78,0.3444,-14.98,0.69156,0.2313,1.086903572,0.032276526,0.886215746
T29_1208,90.9,incorrect,T29,0,-126.1135,-151.952,-4.591,-35.79,4.163,-0.3285,-43.47,0.989577,0.2862,-1.513857126,0.020896349,-1.672982812
T29_1209,90.9,incorrect,T29,0,-45.56276,1124.98,233.025,17.004,0.423,0.0104,-5.47,0.878616,0.29,0.47563985,0.010279951,1.482414603
T29_121,90.9,incorrect,T29,0,-106.5614,692.161,243.848,-10.584,6.077,0.091,-52.65,0.797494,0.3466,0.572247803,0.010279951,0.768419683
T29_1210,90.9,acceptable,T29,1,-116.3833,361.419,217.816,-32.073,7.679,-0.1222,-79.54,1.037185,0.2391,0.985263228,0.44767192,0.011659265
T29_1211,88.3,incorrect,T29,0,-70.6845,-82.2215,42.249,-22.282,5.464,-0.1554,-22.63,0.452953,0.2996,1.01817584,0.039524417,1.431279421
T29_1212,88.3,incorrect,T29,0,-101.044422,-152.913,-2.398,-22.3,-1.272,-0.1398,6.3,0.78531,0.2274,-0.774607718,0.007402965,1.570092797
T29_1213,90.9,incorrect,T29,0,-145.53068,-156.055,-12.212,-32.652,0.65,-0.2588,-42.32,0.94707,0.3048,-0.602943778,0.052359495,-0.703635037
T29_1214,90.8,incorrect,T29,0,-87.80223,1143.38,215.372,3.521,4.488,0.3226,-22.35,0.440979,0.2274,-0.38930738,0.010279951,1.447345495
T29_1215,90.9,incorrect,T29,0,-95.92135,-118.417,-4.944,-24.79,14.407,-0.2071,-17.09,0.763217,0.2643,-1.028872967,0.010968404,0.889966249
T29_1216,90.9,incorrect,T29,0,-51.85977,1940.53,621.496,35.996,-4.88,0.1985,-4.86,0.151145,0.3467,-1.673162341,0.010279951,1.913145423
T29_1217,90.9,incorrect,T29,0,-52.2268,63.4933,45.599,0.81,-9.861,0.1615,8.71,0.323058,0.2274,-1.249999404,0.010279951,1.924929142
T29_1218,90.9,incorrect,T29,0,-222.395,-398.398,-22.488,-51.472,20.027,-0.3463,-96.98,1.815475,0.6182,0.826005757,0.006749072,-1.816873789
T29_1219,88.2,incorrect,T29,0,-55.29072,320.143,115.942,11.684,1.154,0.1246,-22.87,0.447859,0.2274,-0.981168211,0.010279951,1.949328184
T29_122,90.9,incorrect,T29,0,-93.6179,-123.778,-0.136,-5.613,-2.081,-0.1081,-11.3,0.552084,0.3173,-1.234993815,0.010279951,0.067305326
T29_1221,90.9,acceptable,T29,1,-132.9589,-332.733,-5.446,-36.078,10.593,-0.2976,-47.03,1.202222,0.2782,1.417381167,0.393684059,-1.608026624
T29_1222,90.9,incorrect,T29,0,-76.24092,-39.4472,21.195,-3.164,-2.237,-0.0007,19.87,0.419536,0.3104,-2.448001862,0.010279951,1.907451153
T29_1223,88.2,incorrect,T29,0,-75.39757,52.562,103.301,-16.41,5.14,0.036,-9.61,0.387057,0.2274,-0.99557215,0.010279951,1.850168943
T29_1224,90.9,incorrect,T29,0,-42.85038,-88.8881,1.86,-11.781,-2.009,0.1004,-35.57,0.709679,0.653,-0.448471665,0.008320214,1.236044765
T29_1225,90.9,incorrect,T29,0,-71.86465,-213.754,-3.29,-25.966,6.081,-0.2594,-32.6,0.961628,0.2274,0.358847409,0.069870122,1.774360418
T29_1226,90.9,incorrect,T29,0,-77.571328,171.409,114.785,-3.492,0.284,0.0568,-11.88,0.698838,0.3169,-2.314366102,-0.293256581,1.913229704
T29_1227,90.9,incorrect,T29,0,-80.9881,-155.875,-2.634,1.095,0.65,-0.0749,21.41,0.509502,0.2311,-1.532677054,0.006407114,1.952590466
T29_1228,90.9,incorrect,T29,0,-90.5999,1072.46,358.327,-15.248,-0.427,-0.0701,-62.49,0.738517,0.314,-0.357802004,0.010279951,1.321021795
T29_1229,88.2,incorrect,T29,0,-80.4139,341.738,135.043,-13.323,2.674,0.1166,-44.48,0.872371,0.2342,0.957562149,0.093045004,0.673697114
T29_123,90.9,incorrect,T29,0,-61.08045,1858.79,665.562,16.697,-4.132,-0.0901,-66.81,0.190367,0.266,-0.828175128,0.010279951,1.86373198
T29_1230,90.9,incorrect,T29,0,-69.382266,-132.426,-5.156,-13.328,-0.353,-0.1713,-25.7,0.46433,0.2981,0.505963624,0.010279951,1.4979918
T29_1231,90.9,incorrect,T29,0,-82.3998,-153.522,-0.88,1.389,-0.709,-0.1602,-14.48,0.779767,0.2992,-0.329261094,0.00750275,1.04983449
T29_1232,94.5,incorrect,T29,0,-65.5688,397.163,266.647,-19.121,7.336,0.1428,-41.9,0.590063,0.2574,0.332064509,0.010279951,1.353541732
T29_1233,94.5,incorrect,T29,0,-86.5281,-168.331,-1.931,-33.569,4.915,-0.0949,-44.75,0.782948,0.3612,0.635469198,0.05310348,0.275702953
T29_1234,90.9,incorrect,T29,0,-63.5177,-135.739,-1.433,2.552,-6.584,0.0962,-36.09,0.338461,0.6456,-0.734496891,0.010279951,-0.630192995
T29_1235,90.9,incorrect,T29,0,-7.646976,-33.955,-0.276,-4.043,-0.791,-0.0137,18.18,-0.003383,0.2274,-1.966024041,0.004788763,1.900995493
T29_1236,90.9,incorrect,T29,0,-32.57416,-7.87,0.009,-2.968,-2.684,0.0668,-0.31,0.112653,0.2274,-0.132632643,0.007289261,1.885543942
T29_1237,88.2,incorrect,T29,0,-27.0562,349.255,111.118,3.45,4.324,0.1669,10.87,0.158444,0.2274,-0.869017899,0.027901579,1.948707819
T29_1238,90.9,incorrect,T29,0,-69.1837,1347.64,326.409,2.323,-9.078,0.2126,-4.49,0.036644,0.3316,-0.714443862,0.010279951,1.944758177
T29_1239,90.9,incorrect,T29,0,-68.9993,47.0067,88.095,-20.256,4.258,0.0091,-52.83,0.846674,0.2274,-1.072856545,0.01984236,1.192457318
T29_124,90.9,incorrect,T29,0,-43.93474,-4.0108,-2.285,10.199,-3.645,0.0061,25.84,0.372242,0.2287,-0.845144629,0.010279951,1.102430344
T29_1240,88.3,incorrect,T29,0,-112.91495,-185.647,-3.439,-13.409,-3.421,-0.1426,9.83,0.699188,0.2286,-0.522726953,0.004891797,1.844109058
T29_1241,90.9,incorrect,T29,0,-39.8898,-101.382,-0.4,3.901,-3.61,-0.066,0.5,0.324079,0.3138,-1.012609482,0.008049714,1.846268415
T29_1242,90.8,incorrect,T29,0,-78.5367,1788.3,504.337,-0.874,-10.807,0.0715,-83.85,0.539041,0.4746,-1.088930488,0.005639303,1.801852345
T29_1243,90.9,"clashes,incorrect",T29,0,-40.4427,3448.71,683.503,15.612,-4.033,0.1615,-56.29,-0.563134,0.5482,-1.436859488,0.008624155,0.446212053
T29_1244,90.9,incorrect,T29,0,-119.8983,-148.078,-11.37,-8.181,-4.696,-0.0753,-13.88,0.817092,0.2329,-1.387666702,0.010279951,0.064985514
T29_1245,90.9,medium,T29,1,-178.796,-360.208,-7.385,-55.323,17.073,-0.3536,-77.67,1.703683,0.2315,1.24303329,0.268383712,0.002576113
T29_1246,94.5,incorrect,T29,0,-73.66872,376.289,189.767,-27.47,7.481,-0.1021,-34.99,0.605497,0.2399,0.275922805,-0.230439395,1.130068064
T29_1247,90.9,incorrect,T29,0,-35.90682,1113.37,296.117,24.379,-7.222,0.2406,32.54,-0.000227,0.3463,-1.376596689,0.010258486,1.909211755
T29_1248,90.9,incorrect,T29,0,-105.11353,-228.912,-7.446,-25.764,15.538,-0.3716,-73.26,1.362949,0.2532,-0.687651992,0.006749072,0.050967216
T29_1249,90.9,medium,T29,1,-162.1116,-324.65,-3.747,-50.403,15.094,-0.3276,-63.57,1.547528,0.253,1.332999587,0.219558343,-1.241223454
T29_125,90.9,incorrect,T29,0,-160.98583,-176.216,-11.345,-39.593,-4.509,-0.2169,-37.55,0.707717,0.3676,-1.733894467,0.010279951,-0.913225532
T29_1250,94.5,incorrect,T29,0,-77.8956,-214.847,-0.098,-31.961,8.984,-0.222,-46.94,0.733578,0.2659,0.507276416,0.138732076,0.594218493
T29_1251,90.9,"clashes,incorrect",T29,0,88.37289999999999,4831.6,1266.374,30.567,-14.717,0.3077,-56.35,-0.716464,0.6882,-1.142688513,0.010279951,1.924971342
T29_1252,90.9,incorrect,T29,0,-302.3845,-514.27,-27.534,-62.951,18.884,-0.4705,-137.75,2.232882,0.5986,-0.686814725,0.010279951,-1.74565506
T29_1253,88.2,incorrect,T29,0,-28.11503,40.6573,35.315,-7.218,1.621,0.0001,13.64,0.22453,0.2274,-0.778930783,0.010279951,1.959751248
T29_1254,90.9,incorrect,T29,0,-57.4783,-127.521,9.433,10.897,-3.532,0.0205,-25.85,0.744271,0.4735,-1.518795609,0.005463061,0.329605103
T29_1255,90.9,acceptable,T29,1,-91.46628,148.104,103.558,-41.244,12.204,-0.3027,-52.57,1.148168,0.2297,0.561532378,0.039892092,0.055823922
T29_1256,90.9,"clashes,incorrect",T29,0,-39.51106,3184.67,874.266,35.397,-3.138,0.1536,-101.62,0.333344,0.2574,0.179636061,0.010926169,1.924256086
T29_1257,90.9,incorrect,T29,0,-121.6377,-205.444,-5.191,-27.679,9.239,-0.1248,-11.84,0.642272,0.2336,1.0677706,0.010279951,1.521179438
T29_1258,87.8,incorrect,T29,0,-105.987,-258.111,-2.55,-37.58,13.337,-0.2001,-58.01,1.046742,0.2274,1.347511649,0.036071159,-1.143902183
T29_1259,90.7,incorrect,T29,0,-81.0106,-174.085,-2.966,-26.341,11.591,-0.1518,-45.6,0.95168,0.2274,0.121277533,0.043173168,0.031013966
T29_126,90.9,acceptable,T29,1,-159.8862,-250.406,-6.279,-47.873,10.511,-0.2574,-83.43,1.508763,0.2711,1.314402699,0.09907046,-1.530359268
T29_1260,90.9,acceptable,T29,1,-150.0438,-304.043,-7.167,-45.165,10.413,-0.3049,-63.76,1.210803,0.2651,1.568134427,0.107275769,-0.556389332
T29_1261,90.9,incorrect,T29,0,-13.30938,2080.78,648.936,54.404,-13.885,0.3955,31.17,-0.273415,0.2274,-1.224592686,0.010279951,1.918255329
T29_1262,88.3,incorrect,T29,0,-85.1589,83.0957,28.353,-6.235,-0.2,0.0623,-0.32,0.478829,0.4547,-0.329251647,0.010279951,1.869102001
T29_1263,90.9,incorrect,T29,0,-101.8905,2123.33,552.699,10.621,-9.205,0.2524,-42.71,0.27728,0.3467,-0.860945344,0.010279951,1.928022027
T29_1266,90.9,incorrect,T29,0,-112.34191,-208.24,-2.642,-14.806,7.112,-0.2527,-26.38,1.046375,0.3254,0.568510115,0.142196327,-0.0477947
T29_1267,90.9,medium,T29,1,-151.4309,-350.682,-8.297,-44.499,11.246,-0.2932,-60,1.418354,0.259,1.508516788,0.155142218,-1.378323078
T29_1268,90.9,"clashes,acceptable",T29,1,-69.70978,3219.28,934.134,-14.202,10.112,-0.1067,-148.06,0.859798,0.2413,0.305435508,0.117951781,-0.013164163
T29_1269,90.9,incorrect,T29,0,-135.6609,-175.216,-6.962,-40.674,15.195,-0.1745,-41.51,1.438023,0.4745,0.344017625,0.011142882,-1.549648404
T29_127,90.8,incorrect,T29,0,-68.85894,1461.01,525.506,-12.225,12.283,-0.1349,-105.49,1.14707,0.2465,-0.581534505,0.006777478,1.19258821
T29_1270,90.9,incorrect,T29,0,-49.20439,1131.89,306.286,20.473,-4.406,0.2645,-37.84,0.530923,0.2462,-0.353896976,0.010279951,0.629135251
T29_1271,88.3,incorrect,T29,0,-61.01456,6.29595,32.4,-0.094,3.645,-0.028,-10.67,0.777049,0.2461,0.148316666,0.022377338,1.875542402
T29_1272,90.9,incorrect,T29,0,-163.8052,-181.472,-11.278,-16.138,-2.522,-0.1163,-65.97,0.989108,0.2772,-1.012302518,0.010279951,-1.687554359
T29_1273,90.9,medium,T29,1,-154.9756,-323.962,-7.494,-49.606,13.683,-0.1814,-69.92,1.569691,0.2364,1.649698615,0.195441425,-1.597072959
T29_1274,90.9,incorrect,T29,0,-86.8311,-164.64,-4.316,-30.744,7.486,-0.2021,-21.97,0.722358,0.2274,0.286623776,0.092284098,0.479887843
T29_1275,90.9,incorrect,T29,0,-185.1336,-282.821,-14.445,-6.198,-3.45,-0.087,-37.95,1.247732,0.4334,-1.53286767,0.010279951,-1.220692635
T29_1276,90.9,"clashes,incorrect",T29,0,-35.1631,4427.46,906.8,18.653,-10.684,0.3714,-38.55,-0.591277,0.2274,-1.70015347,0.010279951,1.694406271
T29_1277,90.9,incorrect,T29,0,-107.9024,-115.724,-1.142,2.208,-2.31,-0.0115,-0.69,0.497446,0.315,-1.019581199,0.010279951,1.747798681
T29_1278,90.9,incorrect,T29,0,-109.6204,-221.561,-5.26,-17.63,0.308,-0.1547,-28.52,0.709581,0.246,1.039124012,0.009630828,1.340433836
T29_1279,90.9,incorrect,T29,0,-51.73764,-105.768,2.353,9.082,-1.016,0.0016,26.63,0.726158,0.2537,-0.667308986,0.010279951,1.894652843
T29_128,90.9,incorrect,T29,0,-139.1795,-304.847,-5.834,-19.93,13.522,-0.213,-38.91,1.044469,0.2274,-0.90518409,0.006749072,1.581083775
T29_1280,90.9,incorrect,T29,0,-152.38644,-246.58,-9.08,-20.578,3.21,-0.1448,-10.36,0.924544,0.2989,-1.312155604,0.010279951,0.049021959
T29_1281,90.9,incorrect,T29,0,-94.7198,182.326,197.438,-15.876,7.697,0.195,-43.02,0.96061,0.2814,0.919232965,0.037540846,1.832300186
T29_1282,90.9,incorrect,T29,0,-62.15213,-100.589,-4.003,-15.201,2.778,-0.056,-15.85,0.593497,0.2274,-1.008365631,0.012170956,1.295051336
T29_1283,90.9,incorrect,T29,0,-78.5154,87.9218,65.24,8.733,-3.238,0.2115,31.36,0.540456,0.2963,-1.948098779,0.010279951,1.939389825
T29_1284,90.9,"clashes,incorrect",T29,0,-41.7279,2777.27,853.647,57.699,-7.859,0.0415,-34.03,-0.119719,0.2801,-1.852028131,0.031092886,1.677254438
T29_1285,94.5,incorrect,T29,0,-46.96046,-168.649,-0.245,-21.533,7.751,-0.1362,-30.13,0.576462,0.2274,-0.381751031,0.006749072,0.952700138
T29_1286,90.9,acceptable,T29,1,-82.19126,-179.822,-2.035,-28.416,8.621,-0.1381,-23.26,0.928883,0.2613,1.065469384,0.027896389,1.320510387
T29_1287,90.9,incorrect,T29,0,-129.52015,-245.211,-7.574,-22.734,21.198,-0.1351,-72.93,1.274169,0.2388,-1.030410528,0.010279951,-0.387303233
T29_1288,90.5,incorrect,T29,0,-143.877,-284.967,-3.135,-32.329,14.658,-0.2704,-61.96,1.3429,0.2274,0.427944481,0.108930565,-0.351049423
T29_1289,90.9,incorrect,T29,0,-202.0018,-307.325,-17.288,-23.358,-0.348,0.0566,-82.49,1.260604,0.5927,-1.213492155,0.012819135,-1.853594065
T29_129,90.9,"clashes,incorrect",T29,0,1.5948999999999955,5566.79,1766.751,46.149,-12.307,0.5598,-73.41,-1.017965,0.2675,-1.663469315,0.010279951,0.564184546
T29_1290,90.9,incorrect,T29,0,-11.41117,5.37038,14.149,5.497,-0.669,0.0385,0.63,0.000321,0.2274,-0.813069761,0.003707173,1.940443635
T29_1291,90.9,incorrect,T29,0,-55.15248,1252.32,357.295,11.492,-3.706,-0.0506,-42.95,0.962748,0.3421,0.355677456,0.010279951,1.74131918
T29_1292,90.9,"clashes,incorrect",T29,0,48.9893,3968.75,821.656,28.592,-9.016,0.1944,-6.31,-0.852983,0.2274,-1.119864583,0.009069477,1.956954122
T29_1293,90.9,incorrect,T29,0,-78.4877,-155.157,1.063,4.841,0.292,-0.0486,-43.33,1.051095,0.5581,-0.104732782,0.038959797,0.487414837
T29_1294,90.9,incorrect,T29,0,-141.58133,-273.031,-9.153,-19.759,5.321,-0.1417,-34.1,0.909331,0.2537,0.196897477,0.129912645,-0.056997061
T29_1296,90.9,incorrect,T29,0,-116.39281,-135.426,-16.24,-31.102,17.991,-0.4047,-145,1.86192,0.2522,-0.767466187,0.039879497,-1.700107455
T29_1297,90.9,"clashes,incorrect",T29,0,-79.633,4105.83,1018.998,29.376,-7.125,0.2967,-45.05,0.15894,0.6598,-1.126761198,0.010279951,-0.001815796
T29_1298,90.9,incorrect,T29,0,-78.9704,1072.56,291.773,16.257,-10.065,-0.1246,6.64,0.326379,0.3773,-0.762104094,0.010279951,1.950461626
T29_1299,90.9,incorrect,T29,0,-73.07561,940.899,312.156,3.955,-0.883,0.0799,-78.55,0.767277,0.3199,0.471888036,0.010279951,0.01255548
T29_13,90.9,incorrect,T29,0,-118.3413,-215.792,1.424,-16.153,-0.733,-0.0885,-36.68,0.88883,0.2377,-0.576037169,0.007680574,0.301916599
T29_130,90.9,incorrect,T29,0,-72.10735,-86.6173,-4.737,-14.585,-3.514,-0.1875,-17.53,0.284594,0.3795,-0.47027123,0.010279951,0.455911756
T29_1300,90.9,incorrect,T29,0,-71.68635,389.838,95.53,-4.402,-3.766,-0.0331,-5.72,0.500504,0.4825,-1.171108127,0.010279951,1.774758101
T29_1302,90.9,incorrect,T29,0,-106.9237,-144.817,-4.751,-25.349,15.66,-0.088,-13.57,0.82303,0.2337,0.3080118,0.032035407,0.813706815
T29_1303,90.9,incorrect,T29,0,-62.490226,1450.02,298.389,27.909,-8.439,0.1385,7.28,0.239953,0.2913,0.037155725,0.010279951,1.877897382
T29_1304,90.9,acceptable,T29,1,-64.243,138.434,91.943,-27.873,9.051,-0.1205,-64.04,1.056508,0.2274,0.408271194,0.085443065,-0.831821442
T29_1305,90.9,acceptable,T29,1,-132.1292,1732.89,544.351,-36.341,9.381,-0.0108,-96.11,0.7874,0.2298,0.977930784,0.548306704,0.036021829
T29_1306,90.9,incorrect,T29,0,-57.9738,-93.0678,-0.63,1.979,-3.999,-0.069,10.93,0.530438,0.3025,-0.440433919,0.00988294,0.747448266
T29_1307,90.9,incorrect,T29,0,-105.89034,-118.374,0.196,-2.091,-2.181,-0.003,-26.14,0.514588,0.3129,-0.888622701,0.010279951,1.711608171
T29_1308,90.9,incorrect,T29,0,-43.25549,3423.95,771.459,5.056,-9.986,0.2142,-23.09,-0.25925,0.3104,-0.829812586,0.010279951,1.471193552
T29_1309,90.9,incorrect,T29,0,-102.3444,-138.642,-2.89,-33.687,3.274,-0.1158,-22.1,0.592232,0.2512,1.237349153,0.010279951,1.160009146
