PDB,PID,seqid,label,capri_quality,Unnamed: 5,Unnamed: 6,model,nclash,fnat,fnonnat,lrmsd,irmsdbb,irmsdsc,distance,theta,classification,ZRANK2,ROSETTADOCK,PYDOCK_TOT,SIPPER,AP_PISA,FIREDOCK,CP_PIE,DeepRank-GNN,GNN-DOVE,dMaSIF,PIsToN,DeepRank,HADDOCK
T29_1092,T29,90.9,0,4,,,T29_1092_conv,148/100,0.0612,0.961,24.7491,10.1692,11.0158,5.7403,133.1528,"clashes,incorrect",273.401,108.735,-37.266,9.266,-0.1998,-101.36,1.149529,0.072406411,0.4799,0.66322875,-1.276843667,-0.070835352,20.3492
T29_1093,T29,90.9,0,4,,,T29_1093_conv,89/100,0.0,1.0,61.7105,24.3022,25.0253,58.9718,106.2872,incorrect,19.2,55.155,1.733,1.206,-0.0534,-48.34,0.813261,0.257526815,0.2308,-0.956731737,0.741071582,2.832008243,-9.49423
T29_1094,T29,90.9,0,4,,,T29_1094_conv,240/100,0.0,1.0,71.0588,19.4728,20.9282,68.3269,123.1569,"clashes,incorrect",616.21,191.788,-8.521,0.978,0.0151,-174.42,1.36512,0.069587298,0.6406,0.689699292,-1.788166881,-4.063559055,644.2883
T29_1095,T29,94.5,0,4,,,T29_1095_conv,7/100,0.0,1.0,29.4026,14.4512,15.582,15.3265,135.0846,incorrect,-257.39,-5.021,-19.569,6.559,-0.2017,-48.72,1.109603,0.082601994,0.1113,-0.312772304,0.340218782,3.160781026,-119.1951
T29_1096,T29,90.7,0,4,,,T29_1096_conv,3/100,0.0,1.0,83.5091,21.4565,21.9488,79.4,172.7649,incorrect,-32.8158,-2.34,-7.204,0.393,-0.0467,-6.34,0.319216,0.013573876,0.217,-0.689866662,1.828518987,-2.228662372,-40.48441
T29_1097,T29,90.9,0,4,,,T29_1097_conv,174/100,0.0,1.0,69.4249,18.9279,20.3851,66.9181,101.4912,"clashes,incorrect",431.692,105.096,-18.273,0.708,-0.1456,-140.23,1.715465,0.026138263,0.4507,0.699074268,-0.750534654,0.792424917,83.63079
T29_1098,T29,90.9,0,4,,,T29_1098_conv,5/100,0.0,1.0,47.9194,15.2468,15.9824,41.9581,164.1831,incorrect,-154.15,0.629,-0.319,1.548,-0.0451,12.84,0.447448,0.016348042,0.0888,-1.095492601,1.955910563,-5.007620811,-53.05598
T29_1099,T29,90.9,1,3,,,T29_1099_conv,5/100,0.4286,0.6818,7.2242,2.5748,2.9598,4.0197,28.304,acceptable,-344.402,-7.79,-41.186,12.939,-0.1992,-79.26,1.319924,0.018615898,0.5974,1.276427746,-1.477480531,3.359480262,-162.3718
T29_1100,T29,90.9,0,4,,,T29_1100_conv,177/100,0.0,1.0,44.2101,18.7352,19.0538,37.2556,171.4678,"clashes,incorrect",1627.38,563.178,29.914,1.249,0.2957,-30.98,0.29843,0.443564922,0.0737,-0.559813261,1.88513279,5.926770449,4881.05296
T29_1101,T29,90.9,0,4,,,T29_1101_conv,207/100,0.0,1.0,65.4991,17.0983,18.3841,62.0051,101.009,"clashes,incorrect",294.602,181.563,-10.921,2.138,-0.1167,-176.81,1.915703,0.017532114,0.6595,0.39055115,-1.859144568,9.325583339,167.1036
T29_1102,T29,90.9,0,4,,,T29_1102_conv,13/100,0.0,1.0,62.6367,15.2117,16.5051,57.3181,166.4984,incorrect,-186.849,11.654,3.376,-2.541,0.2,-1.28,0.495465,0.011534797,0.1206,-2.272461414,1.929278493,-1.190162361,-80.0493
T29_1103,T29,90.9,0,4,,,T29_1103_conv,67/100,0.0408,0.9733,33.9546,7.7575,8.0707,31.9701,56.9008,incorrect,-7.92744,36.446,-15.621,2.481,0.0238,-38.77,1.077907,0.328143269,0.0658,-2.919726372,-0.009627223,3.952307701,-27.32208
T29_1104,T29,90.9,0,4,,,T29_1104_conv,5/100,0.0,1.0,57.896,17.0454,18.332,56.2191,80.5561,incorrect,-205.005,-3.0,-9.863,-0.332,-0.0764,2.07,0.811057,0.003833141,0.166,-2.192985773,1.915076494,-3.384913683,-100.69234
T29_1105,T29,94.5,0,4,,,T29_1105_conv,37/100,0.05,0.9375,28.6332,11.0091,12.6351,14.3252,152.4617,incorrect,-123.543,4.788,-29.811,5.483,-0.1085,-34.61,0.798868,0.022048328,0.0998,1.181948066,1.20641005,-3.204147816,-48.66312
T29_1106,T29,90.9,0,4,,,T29_1106_conv,28/100,0.0,1.0,63.2787,21.4474,23.0598,58.2887,171.6292,incorrect,-45.129,39.814,-14.269,-3.685,0.203,-57.7,0.746194,0.003404684,0.6512,-0.691170275,0.065464616,-2.087021828,-36.12195
T29_1107,T29,90.9,0,4,,,T29_1107_conv,47/100,0.0,1.0,27.6679,12.4661,14.2037,15.8816,179.8468,incorrect,-97.2057,29.533,-23.068,1.678,0.05,-58.71,0.885984,0.010270582,0.0809,0.915082633,-0.587011814,1.303502649,-36.9526
T29_1109,T29,90.9,0,4,,,T29_1109_conv,8/100,0.0408,0.9375,31.1204,14.4591,15.2975,16.3584,164.4009,incorrect,-126.977,-1.549,-9.611,9.362,-0.0366,-2.03,0.551815,0.013471767,0.1024,-0.73832804,1.951789856,-1.004140615,-77.42411
T29_1110,T29,90.9,0,4,,,T29_1110_conv,42/100,0.0,1.0,71.4378,23.3404,23.5469,68.1176,157.9974,incorrect,-69.9308,19.942,-4.744,-1.704,-0.1602,-14.82,0.453688,0.005382184,0.191,-1.884142876,1.679335594,1.897976518,-58.12245
T29_1111,T29,90.9,0,4,,,T29_1111_conv,7/100,0.0,1.0,28.8821,13.1161,14.2746,10.9931,167.5331,incorrect,-168.957,-7.993,-41.322,8.419,0.052,-41.13,1.232079,0.204988614,0.1509,1.193735361,-0.082475305,3.707187653,-128.67494
T29_1112,T29,90.9,0,4,,,T29_1112_conv,137/100,0.0,1.0,63.959,20.7748,22.6933,60.1001,159.1742,"clashes,incorrect",52.1628,89.454,-4.378,-4.988,0.2254,-22.42,0.783013,0.005199946,0.456,-0.803974271,1.896358728,0.86604467,42.98812
T29_1113,T29,90.7,0,4,,,T29_1113_conv,9/100,0.122,0.9,27.2274,11.1581,11.8134,12.8421,132.7781,incorrect,-159.871,-0.099,-32.318,10.995,-0.161,-76.0,1.124694,0.023814108,0.0577,0.987754822,-1.24463439,3.391566515,-86.3245
T29_1114,T29,90.9,0,4,,,T29_1114_conv,55/100,0.0,1.0,43.7442,19.3283,19.8832,39.9905,111.3226,incorrect,-115.813,7.989,-3.104,0.319,-0.0861,-17.85,0.611443,0.011277081,0.2204,-1.190947056,1.830339551,1.897878408,-55.687878
T29_1115,T29,90.9,0,4,,,T29_1115_conv,181/100,0.0,1.0,69.4208,26.4201,27.5157,64.6564,137.5371,"clashes,incorrect",108.248,56.478,12.922,-9.065,0.1454,-35.18,0.197954,0.018122207,0.1385,-0.21980682,0.193122983,0.663028628,60.86526
T29_1116,T29,90.9,0,4,,,T29_1116_conv,2/100,0.0,1.0,67.6295,24.1884,26.0051,63.0836,129.1817,incorrect,-97.6705,16.218,1.395,-3.076,-0.1219,-10.89,0.488194,0.01109944,0.1837,0.786479592,1.554394484,1.975497127,-37.046869
T29_1117,T29,90.9,0,4,,,T29_1117_conv,115/100,0.0,1.0,71.7645,17.9603,18.7324,68.0445,124.2033,"clashes,incorrect",147.973,111.55,-12.863,3.129,-0.0172,-60.93,0.73827,0.035575118,0.267,-2.485518456,-0.696637571,1.615719318,13.99906
T29_1118,T29,88.2,0,4,,,T29_1118_conv,3/100,0.0,1.0,26.456,12.6027,13.2819,10.9259,160.9857,incorrect,-238.176,-6.213,-48.406,6.409,-0.1762,-17.47,0.60102,0.021215608,0.2106,1.120018482,0.699011981,3.001451612,-110.6912
T29_1119,T29,94.5,0,4,,,T29_1119_conv,5/100,0.0,1.0,68.2592,22.7553,24.3629,62.7923,158.3871,incorrect,-96.9026,0.691,-18.366,0.114,-0.2335,-20.98,0.524186,0.007239526,0.1177,-0.427616596,1.110072136,1.903220773,-85.55613
T29_111,T29,90.9,1,3,,,T29_111_conv,8/100,0.4082,0.7333,6.223,2.4805,2.9077,1.9883,26.6303,acceptable,-351.709,-9.495,-53.266,12.663,-0.3237,-82.92,1.246073,0.043541133,0.2057,1.140944481,-1.869337797,3.414530516,-179.3619
T29_1120,T29,90.9,1,2,,,T29_1120_conv,10/100,0.7143,0.4853,3.5198,1.1507,1.7847,2.5557,10.3763,medium,-329.347,-0.733,-43.958,16.945,-0.2204,-71.16,1.555156,0.046776429,0.2169,1.379155517,-0.137954116,3.456814289,-156.7632
T29_1121,T29,90.9,0,4,,,T29_1121_conv,99/100,0.0,1.0,61.0716,17.4758,19.7445,57.5865,143.4664,incorrect,84.7417,53.981,-1.027,-9.358,0.2561,-16.91,0.571724,-0.00132334,0.214,-0.585897923,1.904334545,-0.436664879,43.36346
T29_1122,T29,90.9,0,4,,,T29_1122_conv,271/100,0.0,1.0,74.9354,20.4149,21.5824,72.1349,143.0662,"clashes,incorrect",817.803,277.7,9.6,-2.044,0.1624,-192.59,1.529817,0.025285847,0.751,0.988871098,-1.89192307,-18.75318122,585.47337
T29_1123,T29,90.9,0,4,,,T29_1123_conv,50/100,0.0,1.0,75.7926,20.8965,21.945,72.3511,152.3842,incorrect,-169.285,13.196,-2.737,0.555,-0.0699,-29.4,0.506109,0.009053858,0.077,-0.119303621,1.140734076,0.832459837,-37.88849
T29_1125,T29,88.3,0,4,,,T29_1125_conv,33/100,0.0,1.0,32.8476,15.1354,16.6368,21.7716,148.0218,incorrect,750.63,275.55,-3.013,6.315,0.0467,-19.59,0.835961,0.014380231,0.0662,1.180938363,0.828323066,1785306176.0,4982.75438
T29_1126,T29,90.8,0,4,,,T29_1126_conv,66/100,0.0,1.0,66.4697,24.2815,25.3934,62.7051,161.5708,incorrect,-97.2849,29.131,-11.602,-4.87,0.1969,-26.99,0.485276,0.013191652,0.1874,-0.928779304,1.028525829,-0.07086879,-58.78607
T29_1127,T29,90.9,0,4,,,T29_1127_conv,11/100,0.0,1.0,54.8401,18.8757,20.6255,48.0623,149.1646,incorrect,-111.993,-3.927,2.849,0.785,-0.2115,-22.14,0.45724,0.001554398,0.0982,-1.169490218,1.94667995,-4.367208123,-117.75388
T29_1128,T29,90.9,0,4,,,T29_1128_conv,46/100,0.0816,0.92,39.7424,10.2559,11.2256,33.2498,108.3836,incorrect,61.2016,27.525,-26.915,3.635,-0.2456,-53.04,1.155472,0.022297757,0.103,-0.690257907,0.671448648,0.722340822,-54.3264
T29_1129,T29,90.9,0,4,,,T29_1129_conv,182/100,0.0,1.0,56.235,18.5057,20.298,52.939,122.7005,"clashes,incorrect",180.974,84.692,-0.654,-5.936,0.0002,-114.05,0.942615,0.008358965,0.2212,-0.926582754,-1.591757655,3.775499701,99.19614
T29_112,T29,88.3,0,4,,,T29_112_conv,14/100,0.0,1.0,28.4957,14.3699,15.1655,9.963,163.5523,incorrect,-48.0892,20.051,-19.389,4.706,-0.1683,-19.12,0.574086,0.135545358,0.1759,0.703821778,1.516762257,3.048358798,-26.95608
T29_1130,T29,90.9,0,4,,,T29_1130_conv,178/100,0.0,1.0,30.5175,12.3379,13.5607,19.9813,175.9545,"clashes,incorrect",319.321,94.427,6.952,-2.701,0.2988,-73.83,0.506704,0.098326325,0.328,-0.891065061,0.519852638,-7.758419514,235.66905
T29_1131,T29,90.9,0,4,,,T29_1131_conv,7/100,0.0,1.0,66.7832,17.6972,19.4232,62.1834,135.1588,incorrect,-167.351,5.946,20.161,-1.636,-0.1637,10.07,0.884451,0.003343709,0.0802,-0.550127804,1.917442083,-3.855613351,-86.0997
T29_1132,T29,88.3,0,4,,,T29_1132_conv,14/100,0.0,1.0,28.6313,14.5502,14.9325,13.0101,160.9546,incorrect,-15.4982,25.856,-15.679,4.497,-0.0973,-6.43,0.714338,0.017456975,0.0959,0.978347898,1.592790365,-15.28680468,663.16939
T29_1133,T29,88.3,0,4,,,T29_1133_conv,17/100,0.0,1.0,27.9825,12.3454,13.4481,11.9143,138.2304,incorrect,-25.0725,9.962,-12.457,1.317,0.1218,6.13,0.536152,0.012041613,0.1039,-0.194253936,1.243554354,2.329192281,15.77922
T29_1134,T29,88.3,0,4,,,T29_1134_conv,1/100,0.0,1.0,75.4249,23.0362,23.6631,71.8067,134.9053,incorrect,-165.517,-1.391,0.635,-0.684,-0.0756,26.24,0.299818,0.01105424,0.1212,-1.772799134,1.207034945,-6.980498791,-42.457585
T29_1135,T29,94.5,0,4,,,T29_1135_conv,70/100,0.0,1.0,84.7481,30.3474,31.5435,80.7338,153.5015,incorrect,15.591,25.467,-25.694,-2.93,0.1501,-31.21,0.44017,0.012989294,0.1483,-0.97780472,1.476528883,2.77739501,-61.8548
T29_1136,T29,88.3,0,4,,,T29_1136_conv,53/100,0.0,1.0,33.7534,15.1575,15.7227,20.3375,178.5734,incorrect,14.7813,65.862,-10.937,2.838,0.1156,-18.99,0.819077,0.05169107,0.0803,0.610828161,1.690932393,-0.591071725,273.63197
T29_1137,T29,90.9,0,4,,,T29_1137_conv,35/100,0.0,1.0,69.0139,19.5202,21.8192,66.5269,108.8146,incorrect,-76.0637,28.268,-27.546,-4.035,-0.0048,-29.79,0.738086,0.007319491,0.342,-0.538410842,1.408683062,-1.042083442,-47.13788
T29_1138,T29,90.9,0,4,,,T29_1138_conv,51/100,0.0,1.0,52.5866,17.5148,17.6819,48.2383,162.2236,incorrect,-57.1091,25.33,-14.134,-2.217,-0.0755,-37.17,0.646354,0.194840863,0.1344,-1.078037143,0.502473593,1.635446906,-35.41885
T29_1139,T29,90.9,0,4,,,T29_1139_conv,63/100,0.0,1.0,44.6872,17.5212,17.8359,38.394,170.2628,incorrect,43.9161,26.347,-8.109,2.521,-0.2768,-36.87,0.750553,0.646103859,0.1292,-0.873605311,0.609114707,1.212114006,-31.16987
T29_113,T29,90.9,0,4,,,T29_113_conv,70/100,0.0,1.0,53.6091,16.1816,17.1366,48.5818,112.4907,incorrect,55.3399,54.528,6.53,-2.136,0.2472,-8.42,0.614219,0.020193746,0.2794,-1.065240383,1.910227776,-2.017669678,-11.69725
T29_1140,T29,88.3,0,4,,,T29_1140_conv,16/100,0.0,1.0,58.1629,21.5086,22.6011,56.4651,68.9313,incorrect,-119.92,-1.556,-6.164,-4.06,0.0384,-12.18,0.184137,0.016443444,0.1426,-0.88810569,1.890121818,0.137982547,-50.16499
T29_1141,T29,90.9,0,4,,,T29_1141_conv,19/100,0.0,1.0,38.2004,9.7363,10.637,34.5893,94.7568,incorrect,-55.7958,9.596,9.924,-0.146,0.1346,-32.04,0.62232,0.00696115,0.0999,-0.871441722,0.525127888,-2.292710423,-54.7502
T29_1142,T29,90.9,0,4,,,T29_1142_conv,25/100,0.0,1.0,49.8429,20.6058,21.4333,43.3678,136.4722,incorrect,-44.836,3.805,7.101,0.141,0.0679,40.8,0.458877,0.178508952,0.0617,-1.649207234,1.888121963,-1.379066378,-20.92959
T29_1143,T29,90.9,0,4,,,T29_1143_conv,3/100,0.102,0.8684,28.0013,8.4205,8.6537,22.1076,86.5302,incorrect,-173.91,-4.608,-22.708,5.13,0.0526,-18.31,0.976898,0.054767765,0.0932,-0.204301596,0.258195162,-0.534090281,-93.1738
T29_1144,T29,90.9,0,4,,,T29_1144_conv,48/100,0.0,1.0,32.7,12.8001,14.2044,18.8812,168.6346,incorrect,-253.722,5.957,-22.937,2.394,-0.1699,-32.12,0.973028,0.036831804,0.5188,-0.18836695,1.489895821,1.256624132,-65.76452
T29_1145,T29,90.5,1,2,,,T29_1145_conv,10/100,0.7436,0.5167,3.5225,1.2401,1.8729,2.4463,12.0087,medium,-358.092,-5.548,-51.138,16.924,-0.3947,-77.68,1.473533,0.696088195,0.133,0.910249412,-0.208975196,3.22270596,-158.9437
T29_1146,T29,90.9,1,2,,,T29_1146_conv,11/100,0.6327,0.4918,4.6161,1.7417,2.1877,2.9623,15.862,medium,-327.521,-4.342,-51.732,13.267,-0.3327,-79.87,1.725644,0.02218182,0.1598,1.037303209,-0.951610804,2.929394245,-168.8621
T29_1147,T29,90.9,0,4,,,T29_1147_conv,23/100,0.0,1.0,30.5551,9.0344,9.617,28.852,52.1542,incorrect,-185.447,7.699,-20.398,3.925,-0.0576,-45.51,0.75914,0.034711175,0.1971,-0.99254632,1.710398555,-2.607256711,-58.3416
T29_1148,T29,90.9,0,4,,,T29_1148_conv,59/100,0.0,1.0,32.3266,13.1417,14.6074,18.7648,165.6517,incorrect,-272.237,4.895,-26.132,1.488,-0.1329,-40.79,0.964932,0.018606592,0.235,-0.020222366,1.036843777,0.938570887,-78.04692
T29_1149,T29,90.9,0,4,,,T29_1149_conv,46/100,0.0,1.0,56.8307,17.5348,18.0946,49.9538,175.1461,incorrect,-96.0035,20.238,-12.341,2.06,-0.104,-45.65,0.771298,0.171790347,0.1072,-0.537468731,0.007572651,-3.581889153,-66.96956
T29_114,T29,88.2,0,4,,,T29_114_conv,19/100,0.0,1.0,27.037,15.588,16.2596,18.8197,92.8698,incorrect,-46.6186,6.468,5.179,0.156,0.1216,25.27,0.125351,0.01258201,0.2394,-0.150846064,1.950866342,-2.954633951,1.25154
T29_1150,T29,90.9,1,2,,,T29_1150_conv,9/100,0.6939,0.5072,5.2624,1.3213,1.871,4.5798,10.9522,medium,-302.212,-5.551,-48.683,18.551,-0.3506,-66.88,1.643161,0.163971007,0.2528,1.189188719,-1.65771544,2.556783795,-153.3699
T29_1152,T29,90.9,0,4,,,T29_1152_conv,60/100,0.0,1.0,17.3446,9.0175,9.4999,10.2029,62.5473,incorrect,-258.494,38.036,-22.792,8.69,0.0091,-48.12,1.357196,0.058197062,0.1413,1.095243812,1.127881289,3.052874923,-71.3379
T29_1153,T29,88.3,0,4,,,T29_1153_conv,26/100,0.0,1.0,72.367,18.619,19.2795,67.9842,164.2666,incorrect,167.441,28.301,11.543,-3.058,0.1237,35.08,0.463527,0.01381897,0.0801,-1.909091949,1.95003283,-15.30427814,1138.82222
T29_1154,T29,90.9,0,4,,,T29_1154_conv,145/100,0.0,1.0,38.2994,17.0182,18.0868,27.7679,159.9182,"clashes,incorrect",56.6289,87.477,2.063,3.593,0.1313,-49.8,1.222085,0.018859966,0.0517,-1.091445327,-0.645436108,3.015163541,54.2927
T29_1155,T29,90.9,0,4,,,T29_1155_conv,15/100,0.0,1.0,68.1614,17.3536,19.4117,64.152,141.7345,incorrect,-58.2845,4.363,-2.533,-7.836,-0.0368,-9.75,0.539147,-0.008140486,0.2571,-1.128982067,1.948558688,-3.834865451,-77.3981
T29_1156,T29,90.9,0,4,,,T29_1156_conv,106/100,0.0,1.0,58.5279,17.5223,19.2871,54.244,159.2758,"clashes,incorrect",92.8789,63.981,1.776,-7.241,-0.0386,-7.42,0.586751,0.008215711,0.6361,-1.2256639,1.913267255,-5.634794712,-5.085696
T29_1157,T29,90.9,0,4,,,T29_1157_conv,17/100,0.0,1.0,40.0446,11.9455,12.5754,37.0338,71.6199,incorrect,-42.7565,7.203,-2.777,0.996,0.1137,-26.42,0.869363,0.019645141,0.1411,-0.678928852,0.335195065,0.748296052,-68.88717
T29_1158,T29,90.5,0,4,,,T29_1158_conv,11/100,0.1795,0.8704,20.5795,7.3667,7.9331,8.5697,86.5913,incorrect,-252.746,-4.817,-39.136,18.852,-0.2587,-62.88,1.396905,0.385695547,0.1389,0.242266715,0.026744366,1.749219179,-126.0003
T29_1159,T29,90.9,0,4,,,T29_1159_conv,21/100,0.0,1.0,60.2858,17.8959,19.1895,56.7323,98.5417,incorrect,-19.8916,22.815,-10.951,-3.673,0.0427,-27.3,0.639974,0.007130176,0.0894,-1.731108069,-1.41462779,-0.668391019,-75.7762
T29_115,T29,90.9,0,4,,,T29_115_conv,20/100,0.0,1.0,54.1954,20.1977,21.061,47.7534,140.2585,incorrect,-56.1866,4.333,-10.14,0.001,0.0217,-17.23,0.807751,0.111988008,0.2316,0.178114727,-0.783772945,-0.770577401,-99.65994
T29_1160,T29,90.9,0,4,,,T29_1160_conv,3/100,0.0,1.0,30.052,14.7079,15.0355,17.0239,157.5234,incorrect,-192.541,-4.31,-31.962,4.125,-0.1203,-16.27,0.878238,-0.000146158,0.098,0.502822697,0.037362576,-2.057738543,-88.4398
T29_1161,T29,90.9,0,4,,,T29_1161_conv,5/100,0.0,1.0,50.9319,15.6604,16.741,45.2952,161.4678,incorrect,-215.952,-3.289,-12.371,0.604,-0.2685,-33.52,0.666813,0.018665385,0.332,-0.509930551,1.459557056,-3.691472292,-109.09432
T29_1162,T29,90.9,0,4,,,T29_1162_conv,31/100,0.0,1.0,69.2688,21.9826,23.1925,67.396,100.5857,incorrect,-104.049,8.387,-4.126,-2.496,0.0055,-16.94,0.602181,0.015337915,0.4157,-1.675964832,1.637127042,0.139495254,-57.2543
T29_1163,T29,94.5,0,4,,,T29_1163_conv,41/100,0.0,1.0,27.2018,14.1564,15.3696,2.7363,174.8089,incorrect,-55.6507,17.684,-25.752,4.935,-0.0914,-18.52,0.650057,0.008540937,0.164,1.111531615,1.353113174,1.357471347,-19.32939
T29_1164,T29,90.9,0,4,,,T29_1164_conv,14/100,0.0,1.0,34.9424,10.4958,10.8256,24.8439,135.7959,incorrect,-181.452,17.659,-7.017,2.859,-0.2216,-50.53,0.942606,0.015639575,0.1892,-0.136200368,-0.61534059,3.381305337,-79.56442
T29_1165,T29,90.9,0,4,,,T29_1165_conv,14/100,0.0,1.0,34.1159,13.4265,14.2168,30.0319,71.8164,incorrect,-205.571,-2.56,-14.586,19.5,-0.1285,-33.09,0.877971,0.086449385,0.0917,-0.528648794,1.299605727,0.19793874,-124.17211
T29_1166,T29,90.9,0,4,,,T29_1166_conv,4/100,0.0,1.0,83.8123,29.7284,30.6,82.5013,79.8351,incorrect,-96.2318,-3.645,-1.87,-4.139,-0.1217,7.36,0.959155,0.011095965,0.2354,-1.256931424,1.934282064,-1.324148715,-109.32592
T29_1168,T29,90.5,0,4,,,T29_1168_conv,11/100,0.1795,0.8571,21.6529,7.4568,7.8637,12.2743,81.061,incorrect,-279.814,-4.749,-36.948,14.702,-0.1896,-62.65,1.397957,0.01787423,0.1081,0.460809469,0.012884617,1.853027701,-127.3553
T29_1169,T29,90.9,0,4,,,T29_1169_conv,3/100,0.0,1.0,52.8185,20.6153,21.1938,47.654,132.1531,incorrect,-204.335,-4.478,-21.072,5.795,-0.1384,-29.71,0.707208,0.316256016,0.1496,-1.396920562,1.517235994,0.055010796,-85.77306
T29_1170,T29,90.5,0,4,,,T29_1170_conv,14/100,0.1282,0.898,18.5188,7.4254,7.837,6.9578,80.4636,incorrect,-307.723,-5.05,-42.042,15.457,-0.2144,-62.16,1.099727,0.016614811,0.0512,0.295214117,0.850748181,1.681042194,-144.0029
T29_1171,T29,88.2,0,4,,,T29_1171_conv,30/100,0.0,1.0,24.3695,11.7599,12.2832,10.6891,150.0676,incorrect,-22.6058,4.063,-2.867,4.328,0.1417,7.55,0.505811,0.00432121,0.0852,-0.324465603,1.942417979,0.176661909,-30.57996
T29_1172,T29,94.5,0,4,,,T29_1172_conv,4/100,0.0,1.0,55.8852,20.433,22.1306,51.1775,173.937,incorrect,-140.584,6.983,-9.56,1.228,-0.1394,-33.09,0.675906,0.001049701,0.0816,-0.085261308,1.193863988,-7.238130808,-79.323135
T29_1173,T29,90.9,0,4,,,T29_1173_conv,39/100,0.0,1.0,80.0657,21.1852,22.573,75.7424,177.8299,incorrect,-5.452,8.536,-14.706,-4.908,0.0998,-32.82,0.34126,0.010649431,0.4287,-0.777440071,0.021891952,-1.712050498,-55.79974
T29_1174,T29,88.3,0,4,,,T29_1174_conv,19/100,0.0,1.0,28.7997,15.3467,16.5836,10.4608,167.5903,incorrect,271.803,80.594,-5.654,5.364,0.0791,-2.85,0.414888,0.017427891,0.053,0.36234042,1.184233904,43.50943756,1954.96884
T29_1175,T29,90.9,0,4,,,T29_1175_conv,23/100,0.0204,0.9855,32.0918,10.9033,10.9804,25.6168,131.8125,incorrect,-357.196,-7.303,-19.617,14.104,-0.2746,-64.87,1.553806,0.017258409,0.0733,-0.355532259,0.465176702,2.283114791,-204.2549
T29_1176,T29,90.9,0,4,,,T29_1176_conv,41/100,0.0,1.0,29.191,14.4033,15.522,13.8801,142.8262,incorrect,-201.314,11.951,-18.102,5.927,-0.1903,-53.3,1.20184,0.100683451,0.0986,0.278585732,-0.002479076,1.811959505,-58.3519
T29_1177,T29,90.8,0,4,,,T29_1177_conv,38/100,0.0,1.0,31.6672,11.2847,12.303,23.1438,112.9464,incorrect,-143.595,17.348,-5.159,-1.305,-0.0448,-14.81,0.433019,0.02003856,0.2306,-0.363889009,1.717267513,-3.50340271,-65.6319
T29_1178,T29,88.2,0,4,,,T29_1178_conv,11/100,0.0,1.0,19.1574,11.1386,11.7046,12.8368,86.2265,incorrect,-11.5011,6.623,-8.419,3.443,0.0817,0.84,0.111481,0.011859147,0.1355,-1.406685829,1.822197199,-2.141794026,-11.67044
T29_1179,T29,94.5,0,4,,,T29_1179_conv,47/100,0.1,0.913,26.8501,10.771,11.1367,17.9978,109.2691,incorrect,-59.7817,19.366,-25.132,1.968,-0.0759,-43.2,0.621135,0.01223697,0.0658,0.325074852,0.857488334,0.081895709,-39.98513
T29_1180,T29,88.3,0,4,,,T29_1180_conv,5/100,0.0204,0.9737,22.3305,10.6604,12.4575,2.8945,147.0117,incorrect,-205.928,-3.748,-24.778,7.646,-0.1898,-35.87,0.797042,0.01361451,0.142,0.656706989,1.432926893,-1.154154032,-106.92825
T29_1181,T29,90.9,0,4,,,T29_1181_conv,14/100,0.0,1.0,47.1118,14.4412,15.3859,40.7529,178.7918,incorrect,-195.369,-4.725,-10.823,8.788,-0.308,-31.6,0.91136,0.085658014,0.1158,-0.429424256,1.153250337,-0.545256197,-134.663941
T29_1182,T29,90.9,0,4,,,T29_1182_conv,58/100,0.0,1.0,67.7337,17.2763,18.4075,61.9909,174.4673,incorrect,46.8228,28.577,14.895,-2.135,-0.0267,-22.0,0.66219,0.016000831,0.0678,-1.604762435,1.944389701,2.94401288,-21.93245
T29_1183,T29,90.9,0,4,,,T29_1183_conv,6/100,0.0,1.0,66.7827,22.3084,22.5377,63.5361,156.8698,incorrect,27.1912,-6.454,2.011,-0.145,0.0324,-13.48,0.591629,0.084498495,0.1936,-1.199238777,1.754740834,2.398730516,-70.457038
T29_1184,T29,88.3,0,4,,,T29_1184_conv,8/100,0.0,1.0,71.7832,25.9984,27.7075,66.5438,156.4889,incorrect,-96.3082,-1.976,-3.305,-1.605,-0.0455,-15.25,0.316131,0.005863961,0.4304,0.188883692,1.118992686,-3.77641356,-47.71639
T29_1185,T29,88.3,0,4,,,T29_1185_conv,26/100,0.0,1.0,29.0915,15.3169,16.1376,9.941,169.4115,incorrect,395.937,82.831,-21.451,5.896,0.1033,-30.35,0.699592,0.005156936,0.1156,0.660356164,1.675171256,-272.5557251,2324.0453
T29_1186,T29,90.9,0,4,,,T29_1186_conv,157/100,0.0,1.0,71.9659,26.2872,27.6228,66.6104,170.1955,"clashes,incorrect",1357.4,395.605,19.265,-11.478,0.3875,-62.14,0.259054,0.004068803,0.0877,-0.594729006,1.864437222,69410.72656,2774.400108
T29_1187,T29,90.9,0,4,,,T29_1187_conv,24/100,0.0,1.0,53.6706,17.9098,18.5808,46.9411,147.0871,incorrect,-393.094,-5.606,-12.311,13.99,-0.3711,-61.14,1.324113,0.106849208,0.1912,-0.786904097,-0.304059267,1.96738553,-244.47833
T29_1188,T29,90.9,0,4,,,T29_1188_conv,11/100,0.0,1.0,14.9197,9.0618,9.738,5.0895,81.946,incorrect,-226.572,-3.099,-14.907,8.472,-0.1998,-32.83,0.912333,0.017977666,0.0837,0.833905458,0.13255477,1.971081614,-111.2607
